year,month,day,hour,minute,kwm2,temp,rh,pressure_Hg,windspeed_mph,precipitation_in
1999,6,2,15,45,386.7,30.76,56.78,30,6,0
1999,6,2,15,50,397,30.57,57.06,30,7,0
1999,6,2,15,55,328.1,30.63,56.9,,5,
1999,6,2,16,0,369.3,30.56,57.13,29.98,3,0
1999,6,2,16,5,382.8,30.71,56.66,29.96,3,0
1999,6,2,16,10,345.4,30.72,56.64,,0,
1999,6,2,16,15,306.3,30.73,56.74,29.93,5,0
1999,6,2,16,20,286.7,30.7,57.13,29.91,5,0
1999,6,2,16,25,272.1,30.63,57.38,29.88,7,0
1999,6,2,16,30,261.3,30.62,55.82,29.88,10,0
1999,6,2,16,35,254.1,30.59,56.4,,9,
1999,6,2,16,40,255.7,30.59,56.32,,13,
1999,6,2,16,45,266.9,30.7,56.56,29.92,5,0.76
1999,6,2,16,50,257.6,30.71,57.13,,10,
1999,6,2,16,55,221.4,30.79,57.94,,9,
1999,6,2,17,0,200.3,30.67,57.65,,8,
1999,6,2,17,5,176.3,30.55,58.38,29.91,7,0.07
1999,6,2,17,10,163.8,30.4,58.54,29.91,17,
1999,6,2,17,15,163.6,30.3,59.25,29.93,3,0.03
1999,6,2,17,20,161.8,30.23,59.99,29.92,0,0.02
1999,6,2,17,25,157.8,30.19,60.77,29.94,0,T
1999,6,2,17,30,153,30.21,60.95,29.96,5,0
1999,6,2,17,35,145.6,30.07,61.85,,,
1999,6,2,17,40,138.4,30.01,61.69,29.97,5,0
1999,6,2,17,45,137.3,29.94,62.01,29.97,0,0
1999,6,2,17,50,138,29.86,62.77,,3,
1999,6,2,17,55,131.5,29.84,63.48,29.95,5,0
1999,6,2,18,0,122.4,29.81,63.49,,5,
1999,6,2,18,5,114.7,29.8,64.04,29.93,3,0
1999,6,2,18,10,104,29.78,63.47,29.91,0,0
1999,6,2,18,15,89.9,29.74,63.77,,0,
1999,6,2,18,20,77.1,29.69,63.95,29.93,3,0
1999,6,2,18,25,67.33,29.65,64.2,,0,
1999,6,2,18,30,62.37,29.63,64.76,29.96,5,0
1999,6,2,18,35,64.96,29.61,64.5,,5,
1999,6,2,18,40,75.3,29.57,64.53,29.96,5,0
1999,6,2,18,45,71.3,29.5,64.13,,7,
1999,6,2,18,50,60.68,29.41,64.16,29.97,7,0
1999,6,2,18,55,43.72,29.3,64.7,,8,
1999,6,2,19,0,45.53,29.23,65.34,,7,
1999,6,2,19,5,48.63,29.2,65.81,29.99,8,0
1999,6,2,19,10,36.3,29.09,65.99,,6,
1999,6,2,19,15,25.42,28.96,66.41,29.98,6,0
1999,6,2,19,20,17.96,28.81,67.15,29.96,7,0
1999,6,2,19,25,11.78,28.72,67.9,29.96,6,0
1999,6,2,19,30,5.28,28.61,68.37,29.93,8,0
1999,6,2,19,35,2.27,28.53,68.8,29.91,7,0
1999,6,2,19,40,1.03,28.42,69.3,29.88,10,0
1999,6,2,19,45,0.53,28.31,69.91,29.88,6,0
1999,6,2,19,50,0.39,28.25,70.2,29.87,10,0
1999,6,2,19,55,0.28,28.16,70.5,29.9,7,0
1999,6,2,20,0,0.24,28.06,70.3,29.89,8,0
1999,6,2,20,5,0.24,27.95,70.4,29.9,7,0
1999,6,2,20,10,0.19,27.86,70.6,29.91,0,0
1999,6,2,20,15,0.23,27.78,70.4,29.95,0,0
1999,6,2,20,20,0.2,27.7,70.6,29.96,7,0
1999,6,2,20,25,0.18,27.62,70.7,,,
1999,6,2,20,30,0.17,27.53,71.1,29.98,6,0
1999,6,2,20,35,0.21,27.45,71.4,29.98,0,0
1999,6,2,20,40,0.21,27.35,71.6,29.99,3,0
1999,6,2,20,45,0.19,27.27,71.9,30.01,6,0
1999,6,2,20,50,0.17,27.16,72.1,30.01,3,0
1999,6,2,20,55,0.12,27.06,72.6,30.01,0,0
1999,6,2,21,0,0.15,26.98,72.9,30.04,7,0
1999,6,2,21,5,0.16,26.91,73.3,30.06,18,0
1999,6,2,21,10,0.17,26.89,73.7,30.08,18,0
1999,6,2,21,15,0.15,26.83,74.2,,18,
1999,6,2,21,20,0.11,26.76,75,30.1,17,0
1999,6,2,21,25,0.15,26.66,75.3,,15,
1999,6,2,21,30,0.13,26.59,76,30.11,16,0
1999,6,2,21,35,0.18,26.55,76.6,30.1,14,0
1999,6,2,21,40,0.12,26.46,77.1,30.11,11,0
1999,6,2,21,45,0.09,26.39,77.6,30.06,11,0
1999,6,2,21,50,0.07,26.34,78.2,30.05,15,0
1999,6,2,21,55,0.14,26.27,78.9,,14,
1999,6,2,22,0,0.09,26.18,79.3,30.04,14,0
1999,6,2,22,5,0.09,26.05,79.9,30.03,14,0
1999,6,2,22,10,0.07,25.96,80.5,30.04,10,0
1999,6,2,22,15,0.11,25.83,81.4,30.03,13,0
1999,6,2,22,20,0.07,25.73,82,30.04,13,0
1999,6,2,22,25,0.14,25.67,82.6,30.06,11,0
1999,6,2,22,30,0.07,25.58,83.1,30.07,9,0
1999,6,2,22,35,0.09,25.49,83.6,30.07,10,0
1999,6,2,22,40,0.11,25.39,84.1,,,
1999,6,2,22,45,0.08,25.29,84.7,30.09,8,0
1999,6,2,22,50,0.08,25.17,85.1,30.08,6,0
1999,6,2,22,55,0.09,25.08,85.2,30.08,3,0
1999,6,2,23,0,0.1,25.01,85.4,30.07,6,0
1999,6,2,23,5,0.04,25,85.5,30.07,7,0
1999,6,2,23,10,0.07,24.94,85.9,30.08,8,0
1999,6,2,23,15,0.03,24.88,86.3,,6,
1999,6,2,23,20,0.07,24.84,86.9,30.11,6,0
1999,6,2,23,25,0.09,24.75,87.4,30.1,8,0
1999,6,2,23,30,0.02,24.68,87.6,,7,
1999,6,2,23,35,0.04,24.6,88.6,30.11,8,0
1999,6,2,23,40,0.02,24.53,89.2,30.1,6,0
1999,6,2,23,45,0.04,24.4,90,30.09,6,0
1999,6,2,23,50,0.01,24.22,91.1,30.08,5,0
1999,6,2,23,55,0.03,24.11,91.6,30.06,3,
1999,6,3,0,0,0.01,24.04,92.1,30.08,8,0
1999,6,3,0,5,0.03,24,92.4,30.04,6,0
1999,6,3,0,10,0.01,23.96,92.6,30.03,8,0
1999,6,3,0,15,0.01,23.9,92.9,30.01,6,0
1999,6,3,0,20,0,23.87,93.1,29.99,9,0
1999,6,3,0,25,0.02,23.85,93.2,29.97,9,0
1999,6,3,0,30,0.01,23.83,93.3,29.97,7,
1999,6,3,0,35,0.02,23.77,93.4,29.99,8,0
1999,6,3,0,40,0.01,23.76,93.5,29.97,8,0
1999,6,3,0,45,0.01,23.77,93.9,29.98,6,0
1999,6,3,0,50,0.01,23.78,93.9,29.99,5,0
1999,6,3,0,55,0.02,23.76,94.1,30.01,5,0
1999,6,3,1,0,0,23.75,94.3,30.02,7,0
1999,6,3,1,5,0.01,23.76,94.5,,,
1999,6,3,1,10,0,23.78,94.7,30.03,3,0
1999,6,3,1,15,0.02,23.79,94.7,30.01,3,0
1999,6,3,1,20,0,23.79,94.6,30,0,0
1999,6,3,1,25,0.01,23.81,94.9,29.99,0,0
1999,6,3,1,30,0,23.86,94.9,29.99,0,0
1999,6,3,1,35,0.01,23.81,94.9,,0,
1999,6,3,1,40,0,23.82,95,29.99,0,0
1999,6,3,1,45,0.01,23.8,95.1,,0,
1999,6,3,1,50,0,23.81,95.2,,0,
1999,6,3,1,55,0,23.8,95.2,30.01,0,0
1999,6,3,2,0,0,23.84,95.2,30.01,0,0
1999,6,3,2,5,0,23.83,95.3,30.01,0,0
1999,6,3,2,10,0,23.84,95.7,,6,
1999,6,3,2,15,0,23.83,95.7,30.01,8,0
1999,6,3,2,20,0,23.8,95.7,,9,
1999,6,3,2,25,0,23.84,95.7,30.01,7,0
1999,6,3,2,30,0.02,23.87,95.6,,6,
1999,6,3,2,35,0.02,23.89,95.5,,8,
1999,6,3,2,40,0,23.94,95.2,29.99,7,0
1999,6,3,2,45,0,23.99,94.7,30,7,0
1999,6,3,2,50,0.02,24.04,94.1,29.96,5,0
1999,6,3,2,55,0.01,24.07,93.9,29.94,5,0
1999,6,3,3,0,0.02,24.11,93.7,29.93,9,0
1999,6,3,3,5,0.01,24.14,93.3,29.91,13,0
1999,6,3,3,10,0.01,24.17,92.7,29.91,13,0
1999,6,3,3,15,0.01,24.2,92.3,,6,
1999,6,3,3,20,0.01,24.19,92.5,,19,
1999,6,3,3,25,0.01,24.17,92.5,29.96,21,0.13
1999,6,3,3,30,0,24.2,92.5,,5,
1999,6,3,3,35,0.01,24.17,93.2,29.94,6,0.97
1999,6,3,3,40,0,24.15,93.2,29.94,8,0.01
1999,6,3,3,45,0,24.18,93.3,29.95,5,0
1999,6,3,3,50,0,24.17,93.3,29.97,0,0
1999,6,3,3,55,0.02,24.14,93.5,29.96,3,0
1999,6,3,4,0,0,24.14,93.6,,0,
1999,6,3,4,5,0.01,24.11,93.4,,,
1999,6,3,4,10,0.01,24.14,93.5,29.97,3,0
1999,6,3,4,15,0.01,24.18,93.7,29.96,0,0
1999,6,3,4,20,0,24.21,93.3,,0,
1999,6,3,4,25,0,24.19,93.4,29.96,0,
1999,6,3,4,30,0,24.16,93.2,,0,0
1999,6,3,4,35,0,24.14,93.5,,3,
1999,6,3,4,40,0,24.09,93.9,,0,
1999,6,3,4,45,0,24.1,94.3,29.96,5,0
1999,6,3,4,50,0,24.13,94.3,,6,
1999,6,3,4,55,0.02,24.16,94.6,,6,
1999,6,3,5,0,0,24.15,94.4,,6,
1999,6,3,5,5,0,24.14,94.2,29.94,6,0
1999,6,3,5,10,0.03,24.19,94.1,,5,
1999,6,3,5,15,0.1,24.26,93.7,29.95,6,0
1999,6,3,5,20,0.22,24.26,93.2,,6,
1999,6,3,5,25,0.77,24.29,93,,7,
1999,6,3,5,30,1.5,24.28,93.1,29.97,6,0
1999,6,3,5,35,2.8,24.23,93.1,,6,
1999,6,3,5,40,6.53,24.19,93.2,29.97,8,
1999,6,3,5,45,9.38,24.19,93.3,,7,0
1999,6,3,5,50,12.23,24.19,93.2,29.98,6,0
1999,6,3,5,55,13.72,24.22,93.1,,5,
1999,6,3,6,0,12.69,24.24,92.9,30,6,0.02
1999,6,3,6,5,19.12,24.24,92.8,30.01,0,0.03
1999,6,3,6,10,16.69,24.23,92.7,,0,0.02
1999,6,3,6,15,16,24.26,92.9,,0,
1999,6,3,6,20,18.88,24.26,93,30.01,7,0.1
1999,6,3,6,25,22.33,24.22,93.3,,7,0.04
1999,6,3,6,30,21.81,24.24,93.1,,5,
1999,6,3,6,35,26.2,24.27,92.9,,3,
1999,6,3,6,40,40.53,24.28,93,30.01,3,0.11
1999,6,3,6,45,60.62,24.33,92.7,,8,
1999,6,3,6,50,68.4,24.37,93,,9,
1999,6,3,6,55,63.82,24.37,92.8,,6,
1999,6,3,7,0,58.56,24.37,93.1,30,6,0.3
1999,6,3,7,5,65.5,24.39,93.6,,7,0.03
1999,6,3,7,10,72,24.43,93.5,,3,
1999,6,3,7,15,101.2,24.47,93.5,,5,
1999,6,3,7,20,134.1,24.54,93.2,29.98,5,
1999,6,3,7,25,78.9,24.59,92.7,,3,
1999,6,3,7,30,122.3,24.59,92.6,,3,
1999,6,3,7,35,155.3,24.68,92.3,,0,
1999,6,3,7,40,144.8,24.76,92.1,29.97,0,0.01
1999,6,3,7,45,164.2,24.82,91.2,29.97,0,
1999,6,3,7,50,180.7,24.87,90.5,,9,
1999,6,3,7,55,147.3,25,89.4,,3,
1999,6,3,8,0,158.2,25.11,88.3,,5,0.04
1999,6,3,8,5,134.8,25.2,87.8,29.98,6,
1999,6,3,8,10,147.7,25.26,87.9,29.98,0,0.04
1999,6,3,8,15,160.4,25.34,87.7,,5,
1999,6,3,8,20,373.6,25.42,86.4,29.97,5,0.01
1999,6,3,8,25,372.2,25.6,85.3,29.96,0,0
1999,6,3,8,30,480.5,25.71,84.1,29.97,0,0
1999,6,3,8,35,361.7,25.89,82.9,29.98,0,0
1999,6,3,8,40,437,26.01,82.4,30,0,0
1999,6,3,8,45,268.1,26.27,81.1,,,
1999,6,3,8,50,301.4,26.17,81,30.01,3,0
1999,6,3,8,55,320.6,26.12,81.2,,3,
1999,6,3,9,0,287.6,26.21,80.5,29.99,5,0
1999,6,3,9,5,538.9,26.28,80.4,29.97,6,0
1999,6,3,9,10,422.6,26.58,79.5,29.96,0,0
1999,6,3,9,15,186,26.61,79.4,,0,
1999,6,3,9,20,349.3,26.49,79.3,,0,
1999,6,3,9,25,285.3,26.49,79.4,29.96,0,0
1999,6,3,9,30,280.6,26.59,78.1,,0,
1999,6,3,9,35,249.7,26.57,77.7,,0,
1999,6,3,9,40,246.1,26.57,78.2,29.97,0,
1999,6,3,9,45,500.5,26.69,78.1,,0,0
1999,6,3,9,50,776,27.07,76.4,,0,
1999,6,3,9,55,431.7,27.28,75,30.01,0,0.01
1999,6,3,10,0,689,27.28,74.9,30,0,0.01
1999,6,3,10,5,665.8,27.55,74,,0,
1999,6,3,10,10,311,27.8,71.1,30.01,0,0
1999,6,3,10,15,520,27.69,71.6,,0,
1999,6,3,10,20,900,27.96,70.8,,3,
1999,6,3,10,25,255,28.19,68.57,30,5,0.01s
1999,6,3,10,30,276.4,27.98,68.52,29.99,5,T
1999,6,3,10,35,326.1,27.89,68.93,,6,
1999,6,3,10,40,409.7,27.86,68.99,29.98,7,0.01
1999,6,3,10,45,503.3,27.82,69.4,29.99,7,0
1999,6,3,10,50,807,27.99,68.07,,9,
1999,6,3,10,55,868,28.29,67.33,29.96,10,0
1999,6,3,11,0,888,28.54,66.72,,16,
1999,6,3,11,5,957,28.89,64.12,,14,
1999,6,3,11,10,924,29.1,62.92,,9,
1999,6,3,11,15,994,29.08,62.74,29.94,6,0.01
1999,6,3,11,20,711,29.42,62.62,29.96,18,
1999,6,3,11,25,567.1,29.38,63.21,29.95,5,0
1999,6,3,11,30,290.4,29.35,63.08,,3,
1999,6,3,11,35,834,29.12,63.82,29.94,8,T
1999,6,3,11,40,913,29.08,63.67,29.92,6,T
1999,6,3,11,45,978,29.52,61.86,29.93,5,0
1999,6,3,11,50,873,29.52,60.37,,3,
1999,6,3,11,55,832,29.76,59.71,29.94,5,0
1999,6,3,12,0,919,29.8,59.39,29.93,6,0
1999,6,3,12,5,879,29.86,59.01,29.95,0,0
1999,6,3,12,10,707,29.94,59.02,29.95,5,0
1999,6,3,12,15,816,30.07,58.85,,,
1999,6,3,12,20,430.9,30.19,58.83,29.95,3,0
1999,6,3,12,25,400.8,30.02,59.56,29.93,0,0
1999,6,3,12,30,886,30.08,59.38,29.92,0,0
1999,6,3,12,35,988,30.29,58.67,29.91,0,0
1999,6,3,12,40,638.2,30.45,58.78,29.91,3,0
1999,6,3,12,45,748,30.63,57.87,,0,
1999,6,3,12,50,662.8,30.68,57.16,29.92,0,0.01
1999,6,3,12,55,758,30.3,57.25,29.93,3,0
1999,6,3,13,0,979,30.32,56.87,29.94,3,0
1999,6,3,13,5,651.1,30.65,54.86,,7,
1999,6,3,13,10,697.9,30.8,55.79,29.95,8,0
1999,6,3,13,15,587.2,30.82,55.26,,7,
1999,6,3,13,20,829,30.52,56.5,,7,
1999,6,3,13,25,335.3,30.64,57.17,,11,
1999,6,3,13,30,605,30.61,57.35,29.94,10,T
1999,6,3,13,35,1003,30.67,57.07,29.92,13,0
1999,6,3,13,40,694.9,31.14,55.31,29.93,11,T
1999,6,3,13,45,464,31.29,55.72,,8,
1999,6,3,13,50,712,30.81,57.82,29.9,3,0.04
1999,6,3,13,55,947,31.1,56.75,,7,
1999,6,3,14,0,416.4,31.18,55.97,29.88,11,0.01
1999,6,3,14,5,524.2,31.06,55.08,29.9,3,
1999,6,3,14,10,896,31.2,54.42,,33,
1999,6,3,14,15,754,31.41,54.16,,28,
1999,6,3,14,20,753,31.35,54.52,,21,
1999,6,3,14,25,869,31.19,54.33,,16,
1999,6,3,14,30,471.2,31.18,55.57,29.89,10,0.09
1999,6,3,14,35,720,30.97,57,29.85,7,T
1999,6,3,14,40,885,31.26,55.76,,10,
1999,6,3,14,45,832,31.6,54.89,29.84,14,0
1999,6,3,14,50,843,31.65,54.38,29.86,8,0
1999,6,3,14,55,223.9,31.28,57.09,29.84,10,0
1999,6,3,15,0,613.3,30.92,58.98,29.85,7,0
1999,6,3,15,5,791,30.99,58.41,29.86,6,0
1999,6,3,15,10,763,31.37,57.71,29.88,5,0
1999,6,3,15,15,742,31.68,56.41,29.88,8,0
1999,6,3,15,20,534.4,31.46,57.77,,7,
1999,6,3,15,25,516.7,31.07,57.58,,,
1999,6,3,15,30,497.6,30.97,58.4,29.9,5,0
1999,6,3,15,35,239.1,30.85,57.72,,5,
1999,6,3,15,40,635.3,30.7,57.68,29.88,9,0
1999,6,3,15,45,596.8,31.14,55.72,,11,
1999,6,3,15,50,664.1,31.17,54.31,,13,
1999,6,3,15,55,621.7,31.46,53.4,29.86,13,0
1999,6,3,16,0,543.4,31.57,52.87,,9,
1999,6,3,16,5,595.8,31.51,52.66,29.86,9,0
1999,6,3,16,10,548.5,31.38,52.41,29.86,9,0
1999,6,3,16,15,502,31.5,50.46,29.86,7,0
1999,6,3,16,20,538.9,31.51,50.3,,6,
1999,6,3,16,25,521.9,31.6,50.04,29.88,6,0
1999,6,3,16,30,498.3,31.55,50,29.88,10,0
1999,6,3,16,35,448.5,31.36,51.76,,9,
1999,6,3,16,40,319.2,31.36,52.55,29.89,11,0
1999,6,3,16,45,449.1,31.32,51.5,29.89,13,0
1999,6,3,16,50,291.5,31.26,51.02,29.88,11,0
1999,6,3,16,55,402.5,31.26,50.86,29.88,13,0
1999,6,3,17,0,416.5,31.42,50.46,29.85,11,0
1999,6,3,17,5,397.7,31.55,49.63,29.83,15,0
1999,6,3,17,10,373.4,31.57,49.03,29.81,14,0
1999,6,3,17,15,361.1,31.47,49.25,29.8,14,0
1999,6,3,17,20,345.9,31.42,46.38,29.79,14,0
1999,6,3,17,25,328.7,31.34,47.44,29.82,13,0
1999,6,3,17,30,309.9,31.32,49.45,29.81,15,0
1999,6,3,17,35,294.6,31.24,51.18,29.82,8,0
1999,6,3,17,40,283.4,31.24,50.35,29.83,8,0
1999,6,3,17,45,273.6,31.23,49.99,29.85,10,0
1999,6,3,17,50,259.7,31.24,49.26,29.87,9,0
1999,6,3,17,55,209.8,31.33,49.06,,6,
1999,6,3,18,0,122.2,31.26,49.66,,,
1999,6,3,18,5,106.8,30.97,50.65,29.88,6,0
1999,6,3,18,10,168.6,30.9,51.21,29.85,7,0
1999,6,3,18,15,168.2,30.87,52.37,,8,
1999,6,3,18,20,168.7,30.88,52.51,29.85,6,0
1999,6,3,18,25,158.5,30.87,52.81,29.84,7,0
1999,6,3,18,30,140.3,30.84,53.6,29.84,8,0
1999,6,3,18,35,124.3,30.84,54.84,29.85,5,0
1999,6,3,18,40,105.7,30.71,55.1,,5,
1999,6,3,18,45,93.1,30.5,56.17,29.88,5,0
1999,6,3,18,50,77.8,30.38,57.47,,5,
1999,6,3,18,55,62.35,30.26,59.22,29.89,6,0
1999,6,3,19,0,49.17,30.03,61.03,,6,
1999,6,3,19,5,35.01,29.85,62.69,,6,
1999,6,3,19,10,16.6,29.65,63.67,29.9,7,0
1999,6,3,19,15,11.66,29.53,64.76,,10,
1999,6,3,19,20,8.05,29.38,65.18,29.91,9,0
1999,6,3,19,25,5.73,29.24,65.6,29.9,10,0
1999,6,3,19,30,3.28,29.12,66.19,29.89,11,0
1999,6,3,19,35,1.8,28.99,66.45,29.88,9,0
1999,6,3,19,40,1.16,28.85,67.08,29.85,6,0
1999,6,3,19,45,0.57,28.77,67.56,29.85,21,0
1999,6,3,19,50,0.42,28.68,67.85,29.85,16,T
1999,6,3,19,55,0.29,28.59,68.34,29.83,6,
1999,6,3,20,0,0.34,28.49,68.85,29.82,9,
1999,6,3,20,5,0.25,28.39,69.48,29.83,8,0
1999,6,3,20,10,0.27,28.29,70.1,29.81,9,0
1999,6,3,20,15,0.24,28.2,70.5,29.81,9,
1999,6,3,20,20,0.24,28.13,70.8,29.82,6,0
1999,6,3,20,25,0.23,28.05,70.9,29.83,5,0
1999,6,3,20,30,0.27,27.97,71,29.83,3,0
1999,6,3,20,35,0.24,27.9,71.3,29.81,7,0
1999,6,3,20,40,0.23,27.79,71.3,,,
1999,6,3,20,45,0.21,27.67,71.4,29.85,0,0
1999,6,3,20,50,0.19,27.59,71.1,,3,
1999,6,3,20,55,0.22,27.46,70.8,29.84,3,0
1999,6,3,21,0,0.17,27.37,70.8,29.82,0,0
1999,6,3,21,5,0.2,27.29,70.4,29.8,0,T
1999,6,3,21,10,0.17,27.21,69.96,,0,
1999,6,3,21,15,0.2,27.12,70.2,29.78,0,0.01
1999,6,3,21,20,0.18,26.99,71.1,29.78,0,T
1999,6,3,21,25,0.15,26.84,71.8,,0,
1999,6,3,21,30,0.15,26.72,72.9,29.8,0,T
1999,6,3,21,35,0.15,26.62,73.8,,0,
1999,6,3,21,40,0.11,26.49,74.8,29.81,0,0
1999,6,3,21,45,0.14,26.39,75.8,,0,
1999,6,3,21,50,0.13,26.32,76.6,,5,0
1999,6,3,21,55,0.11,26.26,77.4,29.83,3,0
1999,6,3,22,0,0.1,26.13,77.9,,5,
1999,6,3,22,5,0.1,26.02,78.6,,3,0.07
1999,6,3,22,10,0.11,25.88,79.1,,3,0.12
1999,6,3,22,15,0.11,25.78,79.7,,8,
1999,6,3,22,20,0.07,25.7,80.3,29.84,5,0.03
1999,6,3,22,25,0.09,25.67,80.8,,5,
1999,6,3,22,30,0.09,25.59,81.2,,9,
1999,6,3,22,35,0.09,25.48,82.1,29.82,5,
1999,6,3,22,40,0.07,25.47,82.5,,8,T
1999,6,3,22,45,0.09,25.46,83.1,29.81,9,
1999,6,3,22,50,0.06,25.43,83.4,29.78,0,
1999,6,3,22,55,0.05,25.38,83.8,29.77,6,
1999,6,3,23,0,0.05,25.32,84.3,29.77,15,0.02
1999,6,3,23,5,0.09,25.25,85,29.77,10,
1999,6,3,23,10,0.04,25.16,85.5,29.78,9,0
1999,6,3,23,15,0.06,25.08,86,29.78,16,0
1999,6,3,23,20,0.02,25.04,86.5,,10,
1999,6,3,23,25,0.06,24.98,87,29.79,5,0
1999,6,3,23,30,0.02,24.93,87.7,,5,
1999,6,3,23,35,0.05,24.89,88.1,29.78,3,0
1999,6,3,23,40,0.03,24.84,88.5,,3,
1999,6,3,23,45,0.05,24.79,88.9,29.79,9,0
1999,6,3,23,50,0.04,24.71,89.2,,,
1999,6,3,23,55,0.03,24.64,89.8,29.81,5,0
1999,6,4,0,0,0.01,24.58,90.6,,5,
1999,6,4,0,5,0.01,24.51,91.1,29.79,3,0
1999,6,4,0,10,0.04,24.46,91.7,,6,
1999,6,4,0,15,0.03,24.42,92,29.78,7,0
1999,6,4,0,20,0.02,24.36,92.5,29.78,3,0
1999,6,4,0,25,0.03,24.34,93,,3,
1999,6,4,0,30,0,24.34,93.3,29.79,3,0
1999,6,4,0,35,0.02,24.33,93.4,29.8,0,0
1999,6,4,0,40,0.02,24.34,93.8,29.83,3,0
1999,6,4,0,45,0.01,24.31,94.1,29.82,3,0
1999,6,4,0,50,0.02,24.3,94.3,29.83,10,0
1999,6,4,0,55,0.03,24.3,94.5,,10,
1999,6,4,1,0,0.03,24.27,94.7,,14,
1999,6,4,1,5,0.02,24.29,94.9,,11,
1999,6,4,1,10,0.03,24.25,94.8,29.83,10,0
1999,6,4,1,15,0.03,24.2,95.1,29.82,16,0
1999,6,4,1,20,0.03,24.15,95.4,29.82,16,0
1999,6,4,1,25,0.01,24.13,95.5,29.84,8,0
1999,6,4,1,30,0,24.13,95.7,29.8,10,0
1999,6,4,1,35,0.02,24.16,95.5,29.79,11,0
1999,6,4,1,40,0.02,24.16,95.4,29.78,10,0
1999,6,4,1,45,0.01,24.16,95.5,29.76,14,0
1999,6,4,1,50,0,24.19,95.5,29.75,10,0
1999,6,4,1,55,0.02,24.24,95.3,29.78,9,0
1999,6,4,2,0,0.03,24.27,95.4,29.76,13,0
1999,6,4,2,5,0,24.28,95.2,29.76,11,0
1999,6,4,2,10,0.02,24.34,95.2,29.78,9,0
1999,6,4,2,15,0.03,24.36,95.3,29.79,11,0
1999,6,4,2,20,0.02,24.4,95.1,,10,
1999,6,4,2,25,0.03,24.44,94.9,29.8,11,0
1999,6,4,2,30,0,24.43,94.3,,,
1999,6,4,2,35,0.01,24.42,93.8,29.83,8,0
1999,6,4,2,40,0,24.45,93.6,,11,
1999,6,4,2,45,0.01,24.44,93.3,29.81,14,0
1999,6,4,2,50,0,24.42,93,,10,
1999,6,4,2,55,0.03,24.44,92.7,29.81,11,0
1999,6,4,3,0,0.01,24.45,92.4,,11,
1999,6,4,3,5,0,24.47,92.3,,9,
1999,6,4,3,10,0.03,24.49,92.1,29.8,10,0
1999,6,4,3,15,0.01,24.47,92.2,,9,
1999,6,4,3,20,0.01,24.5,92.1,,8,
1999,6,4,3,25,0.01,24.53,91.9,29.8,7,0
1999,6,4,3,30,0.01,24.51,91.7,29.82,6,
1999,6,4,3,35,0.02,24.5,91.6,,6,0
1999,6,4,3,40,0,24.53,91.4,,6,
1999,6,4,3,45,0.01,24.54,91.5,,6,
1999,6,4,3,50,0.02,24.54,91.8,,7,
1999,6,4,3,55,0.02,24.57,92,29.85,6,0
1999,6,4,4,0,0.02,24.54,92.1,29.84,8,0
1999,6,4,4,5,0.01,24.54,92.3,,13,
1999,6,4,4,10,0,24.53,92.4,29.85,14,0
1999,6,4,4,15,0.01,24.57,92,,15,
1999,6,4,4,20,0.02,24.55,91.8,29.85,14,0
1999,6,4,4,25,0.01,24.53,92.1,,16,
1999,6,4,4,30,0.02,24.52,92,29.84,17,0
1999,6,4,4,35,0.02,24.49,92.3,,18,
1999,6,4,4,40,0.01,24.44,92.3,29.84,16,0
1999,6,4,4,45,0.01,24.43,92.5,29.86,11,0
1999,6,4,4,50,0,24.45,92.7,29.84,14,0
1999,6,4,4,55,0.01,24.45,92.9,29.82,10,0
1999,6,4,5,0,0,24.43,92.8,29.81,15,0
1999,6,4,5,5,0.02,24.41,93.1,29.8,15,0
1999,6,4,5,10,0.06,24.39,93.4,29.78,13,0
1999,6,4,5,15,0.18,24.4,93.7,29.79,11,0
1999,6,4,5,20,0.49,24.36,94.1,29.77,10,0
1999,6,4,5,25,0.93,24.33,94.7,29.79,13,0
1999,6,4,5,30,1.74,24.3,94.9,29.82,11,0
1999,6,4,5,35,3.38,24.26,95.1,29.85,13,0
1999,6,4,5,40,4.72,24.27,94.7,29.87,10,0
1999,6,4,5,45,7.21,24.27,95,,,
1999,6,4,5,50,14.19,24.25,95.3,29.89,9,0
1999,6,4,5,55,14.04,24.27,95.5,29.85,10,0
1999,6,4,6,0,19.69,24.25,95.4,29.85,10,0
1999,6,4,6,5,27.88,24.26,95.3,29.84,14,0
1999,6,4,6,10,28.35,24.3,95.1,,11,
1999,6,4,6,15,24.87,24.31,94.8,29.83,10,0
1999,6,4,6,20,33.88,24.26,95.2,29.83,9,0
1999,6,4,6,25,68.37,24.25,95.7,29.85,11,0
1999,6,4,6,30,58.2,24.28,95.6,29.85,14,0
1999,6,4,6,35,47.42,24.3,95.5,29.88,16,0
1999,6,4,6,40,68.67,24.33,95.4,29.87,15,0
1999,6,4,6,45,55.45,24.37,95,29.87,16,0
1999,6,4,6,50,92.3,24.43,94.7,29.85,17,0
1999,6,4,6,55,79.7,24.48,94.5,29.87,14,0
1999,6,4,7,0,120.2,24.58,94,29.84,10,0
1999,6,4,7,5,79.1,24.64,93.2,29.82,9,0
1999,6,4,7,10,142.7,24.66,93.1,29.82,9,0
1999,6,4,7,15,210.9,24.73,92.7,29.81,11,0
1999,6,4,7,20,198.6,24.88,91.7,29.79,11,0
1999,6,4,7,25,269.4,24.95,91.4,29.81,7,0
